file,field_path,type,presence_rate,null_rate,relation_relevance,simulator_relevance,initial_label,reason
characters.json,root.cards.[].skills.[].i,number:593,0.966102,0.000000,high,low,adopt,識別/結合に必要。
characters.json,root.cards.[].skills.[].l,string:593,0.966102,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.cards.[].skills.[].n,string:593,0.966102,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.cards.[].skills.[].u,number:593,0.966102,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.cards.[].stats,object:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.con,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.dex,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.dp,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.hp,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.luk,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.sp,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.spr,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.str,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].stats.wis,number:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].tier,string:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.cards.[].type,string:339,0.966102,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.id,number:59,1.000000,0.000000,high,low,adopt,識別/結合に必要。
characters.json,root.image,string:59,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.in_date,string:59,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.label,string:59,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly,null:35|object:24,1.000000,0.593220,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.desc,string:24,0.406780,0.000000,low,medium,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.masterly.id,number:24,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.in_date,string:24,0.406780,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.masterly.label,string:24,0.406780,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions,array:24,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[],object:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].category,string:72,0.406780,0.000000,low,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].conditions,array:72,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.missions.[].conditions.[],object:144,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.missions.[].conditions.[].label,string:144,0.406780,0.000000,medium,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.missions.[].conditions.[].value,number:144,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.missions.[].desc,string:72,0.406780,0.000000,low,medium,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.masterly.missions.[].event,object:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].event.a,string:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].event.i,string:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].event.t,string:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].id,number:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].in_date,string:72,0.406780,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.masterly.missions.[].label,string:72,0.406780,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].out_date,string:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].reward,array:72,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.missions.[].type,string:72,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill,object:24,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.skill.auto_priority,number:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.card_form,string:24,0.406780,0.000000,low,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.skill.cond,string:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.consume_type,string:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.desc,string:24,0.406780,0.000000,low,medium,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.masterly.skill.effect,string:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.hit_count,number:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.hits,array:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.hits.[],object:4,0.016949,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
characters.json,root.masterly.skill.hits.[].id,number:4,0.016949,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
characters.json,root.masterly.skill.hits.[].power_ratio,number:4,0.016949,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
characters.json,root.masterly.skill.hits.[].type,string:4,0.016949,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
characters.json,root.masterly.skill.id,number:24,0.406780,0.000000,high,low,adopt,識別/結合に必要。
characters.json,root.masterly.skill.in_date,string:24,0.406780,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.masterly.skill.is_adv,boolean:24,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.skill.is_restricted,number:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.iuc_cond,string:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.label,string:24,0.406780,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.skill.max_level,number:24,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.skill.name,string:24,0.406780,0.000000,low,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.skill.overwrite,number:24,0.406780,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.masterly.skill.overwrite_cond,string:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts,array:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[],object:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].cond,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].diff_for_max,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].dv,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].effect,object:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].effect.category,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].effect.exitCond,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].effect.exitVal,array:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].effect.exitVal.[],number:86,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].effect.ir,boolean:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].effect.limitType,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].elements,array:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].growth,array:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].growth.[],number:38,0.135593,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].hit_condition,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].hits,array:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].hits.[],object:11,0.118644,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].hits.[].id,number:11,0.118644,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].hits.[].power_ratio,number:11,0.118644,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].hits.[].type,string:11,0.118644,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].multipliers,object:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].multipliers.dp,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].multipliers.dr,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].multipliers.hp,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].parameters,object:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].parameters.con,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].parameters.dex,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].parameters.luk,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].parameters.spr,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].parameters.str,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].parameters.wis,number:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].power,array:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].power.[],number:86,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].skill_type,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].sstl,null:43,0.406780,1.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
characters.json,root.masterly.skill.parts.[].strval,array:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].strval.[],number:79|null:7,0.406780,0.081395,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].target_condition,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].target_type,string:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].type,null:42|string:1,0.406780,0.976744,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
characters.json,root.masterly.skill.parts.[].value,array:43,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.parts.[].value.[],number:86,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.passive,object:16|null:8,0.406780,0.333333,high,low,adopt,識別/結合に必要。
characters.json,root.masterly.skill.passive.activ_rate,number:16,0.271186,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.passive.auto_type,string:16,0.271186,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.passive.condition,string:16,0.271186,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.passive.effect,string:16,0.271186,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.passive.limit,number:16,0.271186,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.passive.timing,string:16,0.271186,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.sp_cost,number:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.target_type,string:24,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.use_count,number:16|array:8,0.406780,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.masterly.skill.use_count.[],number:8,0.135593,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.name,string:59,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.profile,object:57|null:2,1.000000,0.033898,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.profile.bd,string:57,0.966102,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.profile.bp,string:57,0.966102,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.profile.cv,string:57,0.966102,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.profile.desc,string:57,0.966102,0.000000,low,medium,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.profile.hg,string:57,0.966102,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.profile.sc,string:57,0.966102,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.profile.vo,string:57,0.966102,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.reincarnation,number:59,1.000000,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.restrict,array:59,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.restrict.[],object:15,0.254237,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.restrict.[].end,string:15,0.254237,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.restrict.[].start,string:15,0.254237,0.000000,low,high,adopt,戦闘計算に直接関与。
characters.json,root.ruby,string:59,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
characters.json,root.team,string:59,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
characters.json,root.w_image,string:59,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
passives.json,root,object:734,1.000000,0.000000,low,low,adopt,ルートエンティティ。
passives.json,root.activ_rate,number:734,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.auto_type,string:734,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.card_form,string:734,1.000000,0.000000,low,medium,hold,推測: 用途はあるが仕様確認待ち。
passives.json,root.category,string:734,1.000000,0.000000,low,medium,hold,推測: 用途はあるが仕様確認待ち。
passives.json,root.chara,string:734,1.000000,0.000000,high,low,adopt,識別/結合に必要。
passives.json,root.condition,string:734,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.ct,string:734,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.desc,string:734,1.000000,0.000000,low,medium,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
passives.json,root.effect,string:734,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.id,number:734,1.000000,0.000000,high,low,adopt,識別/結合に必要。
passives.json,root.image,string:734,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
passives.json,root.in_date,string:734,1.000000,0.000000,low,low,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
passives.json,root.info,string:734,1.000000,0.000000,low,medium,drop,表示・装飾寄りで戦闘シミュレーション寄与が低い。
passives.json,root.label,string:734,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
passives.json,root.labels,null:733|array:1,1.000000,0.998638,low,medium,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.labels.[],string:2,0.001362,0.000000,low,medium,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.lb,number:734,1.000000,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
passives.json,root.limit,number:734,1.000000,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.max,number:734,1.000000,0.000000,low,low,hold,推測: 用途はあるが仕様確認待ち。
passives.json,root.name,string:734,1.000000,0.000000,medium,medium,hold,推測: 用途はあるが仕様確認待ち。
passives.json,root.parts,array:733,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[],object:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].cond,string:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].diff_for_max,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].dv,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].effect,object:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].effect.category,string:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].effect.exitCond,string:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].effect.exitVal,array:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].effect.exitVal.[],number:1544,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].effect.ir,boolean:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].effect.limitType,string:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].elements,array:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].elements.[],string:87,0.118529,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].growth,array:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].hit_condition,string:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].hits,array:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].multipliers,object:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].multipliers.dp,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].multipliers.dr,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].multipliers.hp,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].parameters,object:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].parameters.con,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].parameters.dex,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].parameters.luk,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].parameters.spr,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].parameters.str,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].parameters.wis,number:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].power,array:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].power.[],number:1544,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].skill_type,string:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].sstl,null:771|array:1,0.998638,0.998705,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.parts.[].sstl.[],string:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.parts.[].strval,array:772,0.998638,0.000000,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].strval.[],number:1502|null:35|object:9,0.998638,0.022639,low,high,adopt,戦闘計算に直接関与。
passives.json,root.parts.[].strval.[].activ_rate,number:6,0.002725,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.parts.[].strval.[].auto_priority,number:1,0.001362,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
passives.json,root.parts.[].strval.[].auto_type,string:6,0.002725,0.000000,low,high,hold,推測: 出現率またはnull率の観点で仕様確認が必要。
